Item,ItemDescription,Name,Lot Quantity,Date Code,Lot Unit Cost,Currency,Warehouse Name,Location
ISC012N04LM6ATMA1,"XSTR,SMD,FIELD EFT,N-CH,40V,238A",Infineon Technologies,72,Inconclusive,,USD,Astute Electronics Inc. LAM STL,LAMBLK.13.6
ISL55002IBZ-T7,"OPAMP, 200MHZ, -40 TO 85DEG C",Renesas Electronics Corp,1860,"2509,2515",4.1,USD,Astute Electronics Inc,HK-B04
ISL84051IAZ,IC MUX/DEMUX 8X1 16QSOP,Intersil Corp,704,,,USD,Astute Electronics Inc. - Stevenage,QCH210
ISO 14581 M6X12,HEXALOBULAR CSK FLAT HEAD SCREW,Min Hwei Enterprise,250,,,,Astute Electronics Inc.,F04C01
ISO 14581 M6X12,HEXALOBULAR CSK FLAT HEAD SCREW,Min Hwei Enterprise,250,,,USD,Astute Electronics Inc. ATX Excess,OSQ
ISO1050DUBR,IC TRANSCEIVER HALF 1/1 8SOP,Texas Instruments,1400,2540,0.218,USD,Astute Electronics Inc,HK-E01
ISO7221CDR,DGTL ISO 2500VRMS 2CH GP 8SOIC,Texas Instruments,7500,"2431, 2433",0.44,USD,Astute Electronics Inc,HK-D05
ISO7321CDR,"IC,Digital Isolator,SOIC-8 Pacakge",Texas Instruments Incorporated,2500,,0.705,USD,Astute Electronics Inc,QC INSPECT
ISPLSI1016-60LJ,"SICS,ISPLSI1016-60LJ,CPLD,NP 3/12/21",Lattice Semiconductor Corp,32,,,USD,Astute Electronics Inc. ATX Excess,G01A01
IXFX80N50P,MOSFET N-CH 500V 80A PLUS247-3,IXYS Corp,2,2,,,Astute Electronics GEA Excess/Consignment,G01A02
IXGM30N60A,IXGM30N60A,IXYS Corp,5,,,,Astute Electronics Inc. ATX Excess,G06C02
IXTA80N075L2,Tstor NMFET 75V 80A TO-263AA,IXYS Corp,60,2533,8.7502,USD,Astute Electronics Inc. LAM 3PL,LAMTB.9.3
IXTT120N15P,"XSTR,SMD,MOSFET,N-CH,150V,120A,TO-268",Littlefuse Inc,100,2408,6.11,USD,Astute Electronics Inc. LAM 3PL,LAMTB.5.5
IXTT220N20X4HV,"XSTR,SMD,FIELD EFT,N-CH,200V,TO-268HV",IXYS Corp,210,2346,,USD,Astute Electronics Inc. LAM STL,LAMTB.7.9
JAN1N3070-1,"SEMICON DEV,DIODE",Microsemi Corp,24,,,,Astute Electronics GEA Excess/Consignment,G07D04
JAN1N3070-1,"SEMICON DEV,DIODE",Microsemi Corp,188,1627,,,Astute Electronics GEA Excess/Consignment,G07D04
JAN1N5651,Transient Voltage Suppressors (TVS),Not Known Yet,170,,,,Astute Electronics GEA Excess/Consignment,G05D03
JAN2N2323,SCR 50 V Sensitive Gate Through Hole TO-,Microchip Technology Inc,363,0635,,,Astute Electronics GEA Excess/Consignment,G06A03
JAN2N6308,TRANS BJT SINGLE 350V 8A,Microchip Technology Inc,107,,,,Astute Electronics GEA Excess/Consignment,G08D02
JANTX1N3613,"SEMICONDUCTOR DEVICE,DIODE",Microsemi Corp,60,N/A,,,Astute Electronics GEA Excess/Consignment,G05D02
JANTX1N3613,"SEMICONDUCTOR DEVICE,DIODE",Microsemi Corp,20,2038,,,Astute Electronics GEA Excess/Consignment,G05D02
JANTX1N4100-1,"Zener Diode,7.5V V(Z),5%, 0.5W,Silicon,U",Microsemi Corp,70,1911,,,Astute Electronics GEA Excess/Consignment,G05D02
JANTX1N4126UR-1,ZENER DIODE SINGLE  51V 500mW MELF,Not Known Yet,135,,,,Astute Electronics GEA Excess/Consignment,G05D03
JANTX1N4150-1,Diode,Microsemi Corp,122,N/A,,,Astute Electronics GEA Excess/Consignment,G03A01
JANTX1N4153-1,"Diodes - General Purpose, Power, Switchi",Microsemi Corp,4901,N/A,,,Astute Electronics GEA Excess/Consignment,G05D02
JANTX1N4479,ESD Suppressors / TVS Diodes 39V ZENER 1,Microsemi Corp,55,N/A,,,Astute Electronics GEA Excess/Consignment,G07A02
JANTX1N4616-1,ZENER DIODE 4616-1,Microsemi Corp,79,N/A,,,Astute Electronics GEA Excess/Consignment,G07E02
JANTX1N4624-1,Zener Diodes Zener Diodes,Microchip Technology Inc,30,2007,,,Astute Electronics GEA Excess/Consignment,G07D02
JANTX1N4625-1,Zener Diodes Zener Diodes,Microsemi Corp,374,N/A,,,Astute Electronics GEA Excess/Consignment,G02B03
JANTX1N4625-1,Zener Diodes Zener Diodes,Microsemi Corp,552,N/A,,,Astute Electronics GEA Excess/Consignment,G02B01
JANTX1N4625-1,Zener Diodes Zener Diodes,Microsemi Corp,41,,,,Astute Electronics GEA Excess/Consignment,G08E01
JANTX1N485B,Semiconductor Device,Microsemi Corp,98,N/A,,,Astute Electronics GEA Excess/Consignment,G08B03
JANTX1N4938-1,Diode,Microsemi Corp,31,N/A,,,Astute Electronics GEA Excess/Consignment,G02B03
JANTX1N4969,Zener Diodes Zener Diodes,Microsemi Corp,39,1817,,,Astute Electronics GEA Excess/Consignment,G05D01
JANTX1N4970,33V ZENER 500W,Microsemi Corp,33,1006,,,Astute Electronics GEA Excess/Consignment,G04A01
JANTX1N5418,Rectifier Diode 1 Phase 1 Elem,Sensitron Semiconductor,110,N/A,,,Astute Electronics GEA Excess/Consignment,G07D02
JANTX1N5550,Rectifier Diode Switching 200V 5A 2000ns,Microchip Technology Inc,27,N/A,,,Astute Electronics GEA Excess/Consignment,G08E01
JANTX1N5550,Rectifier Diode Switching 200V 5A 2000ns,Microchip Technology Inc,82,,,,Astute Electronics GEA Excess/Consignment,G08E01
JANTX1N5552,Rectifier Diode Switching 600V 3A 2000ns,Microsemi Corp,207,2033,,,Astute Electronics GEA Excess/Consignment,G02B03
JANTX1N5616,1N5616 Series 400 V 1 A Axial Voidless H,Microchip Technology Inc,28,N/A,,,Astute Electronics GEA Excess/Consignment,G04C03
JANTX1N5616US,RECTIFIER SINGLE STANDARD 400V 1A MELF,Microchip Technology Inc,760,,,,Astute Electronics GEA Excess/Consignment,G06C03
JANTX1N5617,Semiconductor Device,Microsemi Corp,50,,,,Astute Electronics Inc. ATX Excess,G07D01
JANTX1N5619US,Rectifier Diode Switching 600V 1A 250ns,Sensitron Semiconductor,213,,,USD,Astute Electronics Inc. ATX Excess,G07E01
JANTX1N5622,"Diode, Switching",Microsemi Corp,139,"1531,1803",,,Astute Electronics Inc. ATX Excess,G06D02
JANTX1N5811,Semiconductor Device,Microsemi Corp,123,0936,,,Astute Electronics GEA Excess/Consignment,G02B01
JANTX1N5814,DIODE GEN PURP 100V 20A DO203AA,Microsemi Corp,107,0751,,,Astute Electronics GEA Excess/Consignment,G08A02
JANTX1N5819-1,"Semiconductor,Dvc,Hermetic,Dio",Microsemi Corp,14,N/A,,,Astute Electronics GEA Excess/Consignment,G07D02
JANTX1N5819-1,"Semiconductor,Dvc,Hermetic,Dio",Microsemi Corp,399,L1738CDWR,,,Astute Electronics Inc. ATX Excess,G09A03
JANTX1N6155A,TVS DIODE 27.4VWM 49.9VC SQ-MELF,Micross,50,,17.07,USD,Astute Electronics Inc.,SLS04
JANTX1N6155A,TVS DIODE 27.4VWM 49.9VC SQ-MELF,Micross,100,,17.07,USD,Astute Electronics Inc.,SLS04
JANTX1N6306,Diode Switching 150V 70A 2-Pin,Microsemi Corp,186,1403,,,Astute Electronics GEA Excess/Consignment,G07C01
JANTX1N6392,RECTIFIER SINGLE SCHOTTKY 45V 60A DO-5 T,Microchip Technology Inc,10,,,,Astute Electronics GEA Excess/Consignment,G05E03
JANTX1N6465,ESD Suppressors / TVS Diodes Hi Rel TVS,Microsemi Corp,987,1428,,,Astute Electronics GEA Excess/Consignment,G04C03
JANTX1N755A-1,"Diode, Zener, Thr, 7.5 V",Microsemi Corp,35,N/A,,,Astute Electronics GEA Excess/Consignment,G05D04
JANTX1N755A-1,"Diode, Zener, Thr, 7.5 V",Microsemi Corp,110,1203,,,Astute Electronics GEA Excess/Consignment,G05D04
JANTX1N829-1,Zener Diodes OTC Temperature Compensated,Microchip Technology Inc,96,,,,Astute Electronics GEA Excess/Consignment,G05D01
JANTX1N829-1,Zener Diodes OTC Temperature Compensated,Microchip Technology Inc,233,1942,,,Astute Electronics GEA Excess/Consignment,G05D01
JANTX1N829-1,Zener Diodes OTC Temperature Compensated,Microchip Technology Inc,14,1942,,,Astute Electronics GEA Excess/Consignment,G05D01
JANTX1N965BUR-1,Zener Diode Single 15V 5% 16Ohm 500mW 2-,Microsemi Corp,102,1021,,,Astute Electronics Inc. ATX Excess,G07D04
JANTX1N969B-1,DIODE ZENER 22V 500MW DO35,Microsemi Corp,39,N/A,,,Astute Electronics GEA Excess/Consignment,G02B01
JANTX2N2222A,Small Signal Bipolar Transisto,Microsemi Corp,140,N/A,,,Astute Electronics GEA Excess/Consignment,G04D02
JANTX2N2369A,Semiconductor device,Microsemi Corp,74,1432,,,Astute Electronics GEA Excess/Consignment,G05D01
JANTX2N2905A,Bipolar Transistors - BJT BJTs,Microsemi Corp,60,1344,,,Astute Electronics GEA Excess/Consignment,G05D01
JANTX2N3019,JANTX Series 80 V 1 A NPN Through Hole L,Microsemi Corp,20,1746,,,Astute Electronics GEA Excess/Consignment,G06D02
JANTX2N4150,Bipolar Transistors - BJT Power BJT,Microsemi Corp,11,N/A,,,Astute Electronics GEA Excess/Consignment,G07E02
JANTX2N4856,"TRANSISTOR,SILICON,MOS FET""N"",CHANNEL,1.",Vishay Dale,360,1530,,,Astute Electronics GEA Excess/Consignment,G06F03
JANTX2N6796,"Transistor,8A I(D),100V,0.195ohm,1Elemen",International Rectifier,13,N/A,,,Astute Electronics GEA Excess/Consignment,G07E02
JANTX2N7228,MOSFET N-CH 500V 12A TO254AA,International Rectifier,74,"1435, 1445",,,Astute Electronics GEA Excess/Consignment,G04D03
JANTX2N7228,MOSFET N-CH 500V 12A TO254AA,International Rectifier,173,,,,Astute Electronics GEA Excess/Consignment,G09A03
JANTX469-3,Single Phase Bridge,Microsemi Corp,12,1623,,,Astute Electronics GEA Excess/Consignment,G07A03
JANTX4N49A,Transistor Output Optocouplers TO-78 OCI,Micropac,134,"1306, 1323, 1308",,,Astute Electronics GEA Excess/Consignment,G08B03
JANTX4N49U,"COUPLER,OPTO ELECTRONIC,SOLID STATE, TRA",Micropac,127,,,,Astute Electronics GEA Excess/Consignment,G05D03
JANTXV1N3826A,"5.1 V, 1 W, SILICON, UNIDIRECTIONAL VOLT",Microsemi Corp,49,604,,,Astute Electronics GEA Excess/Consignment,G07E02
JANTXV1N4148-1,Diode Switching 75V 0.2A 2-Pin DO-35 Bag,Microchip Technology Inc,134,"1248, 0720, 0637",,,Astute Electronics GEA Excess/Consignment,G07E04
JANTXV1N5552,RECTIFIER SINGLE STANDARD 600V 3A AXIAL,Sensitron Semiconductor,452,,,,Astute Electronics GEA Excess/Consignment,G08C02
JANTXV1N5616,1N5616 Series 400 V 1 A Axial Voidless H,Microchip Technology Inc,32,0728,,,Astute Electronics GEA Excess/Consignment,G07E04
JANTXV1N5622,"Rectifier Diode, 1 Phase, 1 Element, 1A,",Not Known Yet,10,,,,Astute Electronics GEA Excess/Consignment,QC INSPECT
JANTXV1N5622,"Rectifier Diode, 1 Phase, 1 Element, 1A,",Not Known Yet,32,,,,Astute Electronics GEA Excess/Consignment,QC INSPECT
JANTXV1N5654A,TVS DIODE 64.1VWM 103VC DO13,Microsemi Corp,126,N/A,,,Astute Electronics GEA Excess/Consignment,G07D02
JANTXV2N2222A,Semiconductor Device,Microsemi Corp,13,1650,,,Astute Electronics Inc. ATX Excess,G07C02
JANTXV2N3868,Bipolar Transistors - BJT Power BJT,Microchip Technology Inc,23,N/A,,,Astute Electronics GEA Excess/Consignment,G06D04
JANTXV2N3868S,Bipolar Transistors - BJT Power BJT,Microchip Technology Inc,370,N/A,,,Astute Electronics GEA Excess/Consignment,G06D04
JD38999/20MB35HN,CONNECTOR,Souriau,45,,,,Astute Electronics GEA Excess/Consignment,F01C01
JL193BGA,Low Power Low Offset Voltage Dual Compar,National Semiconductor,26,0041,,,Astute Electronics GEA Excess/Consignment,G04D02
JM38510/05052BCA,CD4012B-MIL CMOS DUAL 4-INPUT NA,Texas Instruments,35,1234,,,Astute Electronics GEA Excess/Consignment,G08A01
JM38510/17003BCA,"Logic Gates Military 3-ch, 3-input, 3-V",Texas Instruments,13,1020,,,Astute Electronics GEA Excess/Consignment,G08A01
JM38510/30502BCA,SN54LS86A QUADRUPLE 2-INPUT EXCL,Texas Instruments,17,1347,,,Astute Electronics GEA Excess/Consignment,G01A03
JM38510/31302BCA,"Microcircuit,Digital",Texas Instruments,64,1511,,,Astute Electronics GEA Excess/Consignment,G01A03
JM38510/32202BEA,"MICROCIRCUIT,DGTL,ML,LSTTL,BFR/DRVR TS",Fairchild,24,,4.5,USD,Astute Electronics Inc.,Q12
JM38510/32202BEA,"MICROCIRCUIT,DGTL,ML,LSTTL,BFR/DRVR TS",Fairchild,15,,67.83333,,Astute Electronics Inc.,Q6
JM38510/32503BRA,Flip Flops Octal D-Type Edge Triggered F,Texas Instruments,11,1130,,,Astute Electronics GEA Excess/Consignment,G08A01
JM38510/32503BRA,Flip Flops Octal D-Type Edge Triggered F,Texas Instruments,33,1026,,,Astute Electronics GEA Excess/Consignment,G08A01
JM38510/38303BRA,TRANSISTOR HEXFET IRF1740G,Texas Instruments,15,,,,Astute Electronics Inc. ATX Excess,G07C01
JM38510/55501BZA,Integrated Circuits (ICs) PGA84,Aeroflex Metelics,40,1145,,,Astute Electronics GEA Excess/Consignment,G04E01
JM38510/65402BEA,8-BIT,Texas Instruments,2,,,,Astute Electronics GEA Excess/Consignment,F01E03
JSX-1055,"CONN,DSUB,JCK SCRW,HEX,.216,ROHS","Kycon, Inc.",987,2135,,USD,Astute Electronics Inc. LAM STL,LAMBLK.7.2
JSX-1055-5.9,"CONN,DSUB,JCK SCRW,HEX,.217","Kycon, Inc.",146,2202,,USD,Astute Electronics Inc. LAM STL,LAMBLK.7.1
JTXM19500/469-01,Diode Rectifier Bridge Single 200V 10A 4,Microsemi Corp,3,,,,Astute Electronics Inc.,F04C01
JW050A8,SEMICONDUCTOR DEVICE,,1,,,,Astute Electronics Inc. ATX Excess,G07A02
JW1FSN-DC24V,"RLY,PWR,SPDT,24V,10A,SEALED,AG-NI,THT",Panasonic,76,2419,,USD,Astute Electronics Inc. LAM STL,LAMBLK.7.14
K202XHT-E9P-N,"CONN,SMD,D-SUB,PLUG,9POSN,RTANG,AU FLASH","Kycon, Inc.",26,2311,,USD,Astute Electronics Inc. LAM STL,LAMTB.5.6
K42X-E9S/P-A4N,"CONN,DSUB,DUAL PORT,9P/9P,F/M,ROHS","Kycon, Inc.",270,,,USD,Astute Electronics Inc. LAM STL,LAMSHELF.1.5
K42XHT-C37S/S-A4N,"CONN,DSUB,F-F,37PIN,30V,2A,HTM,DUAL PORT","Kycon, Inc.",1005,,,USD,Astute Electronics Inc. LAM STL,LAMSHELF.6.1
K4A4G085WG-BCWE,SDRAM - DDR4 4Gbit 512M x 8 1.6GHz,Samsung,339,"2349, 2352",9.86,USD,Astute Electronics Inc,QC INSPECT
K66X-B44P-N,"CONN,HD,D-SUB,RT ANGL,MALE,44 PIN,ROHS","Kycon, Inc.",39,,,USD,Astute Electronics Inc. LAM STL,LAMBLKB.5.6
K66X-B44P-N,"CONN,HD,D-SUB,RT ANGL,MALE,44 PIN,ROHS","Kycon, Inc.",9,2217,6.72,USD,Astute Electronics Inc. LAM 3PL,LAMTB.4.1
K66X-B44S-N,"CONN,RCPT,HD D-SUB, RA, FEMALE,ROHS,44P","Kycon, Inc.",36,,6.3902,USD,Astute Electronics Inc. LAM 3PL,LAMTY.2.4
K7910AT-0103,"Header, Straight Type, Color: Black, No",Nippon,22905,N/A,,,Astute Electronics TAX Excess/Consignment,ATX22L
K7910AT-0104,"Header, Straight Type, Color: Black; tap",Nippon,5000,N/A,,,Astute Electronics TAX Excess/Consignment,ATX32L
K81C335,"RLY,SPDT,10KV,5A, 26.5V, PCB",Tyco,47,"2245, 2305, 2318",,USD,Astute Electronics Inc. LAM STL,LAMBLKB.1.1
K85-X-BD-25S-K,"Conn, D-Sub, 25 Pin,Female, 172-E25-213R",Kycon,35,2524,,USD,Astute Electronics Inc. - HK Excess,HK-EXCESS05
K86X-BD-44S-BR,"CONN,RCPT,HIGH DENSITY DSUB,44 ROHS","Kycon, Inc.",8,,,USD,Astute Electronics Inc. LAM STL,LAMSHELF.1.4
K86X-BD-44S-BR,"CONN,RCPT,HIGH DENSITY DSUB,44 ROHS","Kycon, Inc.",197,,,USD,Astute Electronics Inc. LAM STL,LAMSHELF.1.4
K86X-BD-44S-BR,"CONN,RCPT,HIGH DENSITY DSUB,44 ROHS","Kycon, Inc.",2,2307,,USD,Astute Electronics Inc. LAM STL,LAMBLK.4.15
K86X-BD-44S-BR,"CONN,RCPT,HIGH DENSITY DSUB,44 ROHS","Kycon, Inc.",691,,,USD,Astute Electronics Inc. LAM STL,LAMSHELF.1.4
K86X-ED-15P-BR,"CONN,PIN,15P,DSUB,HD,VERT,ROHS","Kycon, Inc.",31,,,USD,Astute Electronics Inc. LAM STL,LAMTY.5.5
K86X-ED-15P-BR,"CONN,PIN,15P,DSUB,HD,VERT,ROHS","Kycon, Inc.",417,,,USD,Astute Electronics Inc. LAM STL,LAMTY.5.5
K86X-ED-15P-BR,"CONN,PIN,15P,DSUB,HD,VERT,ROHS","Kycon, Inc.",336,,,USD,Astute Electronics Inc. LAM STL,LAMTY.5.5
K86X-ED-15P-BR,"CONN,PIN,15P,DSUB,HD,VERT,ROHS","Kycon, Inc.",221,,,USD,Astute Electronics Inc. LAM STL,LAMTY.5.5
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,84,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E02
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,30,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E02
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,199,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E02
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,115,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E02
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,58,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E02
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,94,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E02
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,93,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E04
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,420,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E04
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,11,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E04
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,340,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E04
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,360,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E02
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,113,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E02
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,1920,2009/25,,,Astute Electronics GEA Excess/Consignment,G01E02
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,11,2009/25,,,Astute Electronics GEA Excess/Consignment,G01E04
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,3,2009/25,,,Astute Electronics GEA Excess/Consignment,G01E04
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,960,2009/25,,,Astute Electronics GEA Excess/Consignment,G01E03
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,48,2009/25,,,Astute Electronics GEA Excess/Consignment,G01E02
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,2,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E02
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,297,2009/25,,,Astute Electronics GEA Excess/Consignment,G01E04
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,960,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E02
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,1920,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E02
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,655,2009/19,,,Astute Electronics GEA Excess/Consignment,G04D01
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,1920,2009/25,,,Astute Electronics GEA Excess/Consignment,G01E03
K9F2G08U0A-PCB0000,"12 X 17 MM, 1 MM PITCH, LEAD FREE, ULGA-",Samsung Semiconductor Inc,3840,2009/19,,,Astute Electronics GEA Excess/Consignment,G01E03
KA48254DEFC21TABHA17,KA48254DEFC21TABHA17,Smiths Interconnect,10,1542,,,Astute Electronics GEA Excess/Consignment,G07D01
KAN1104RT,"SW,SMD,DIP,SPST,4CKT,.025A/24VDC,1.27MM",E-Switch,75,2421,,USD,Astute Electronics Inc. LAM STL,LAMTB.8.2
KCM55QR71H226KH13K,"CAP,SMD,MLCC,22UF,+/-10%,50VDC,X7R",Murata,1000,20231018,,USD,Astute Electronics Inc. LAM STL,LAM13.4.4
KD-A1N,RELAY 25A 3PST W/AU,Leach International,1,,,,Astute Electronics SPA Excess/Consignment,F02D04
KE15L,(CE/) CAP 22UF CM 25V 10% X5R,Murata Manufacturing Co Ltd,19519,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
KEMCDR02BX223AKW,Multilayer Ceramic Capacitors MLCC - SMD,Kemet Electronics Corp,500,,,,Astute Electronics GEA Excess/Consignment,F02E02
KEMCDR02FX223AKWR7956,mpn KEMCDR02FX223AKWR7956,Kemet Electronics Corp,470,,,,Astute Electronics GEA Excess/Consignment,F02E02
KF2-032-ET,"Mounting Hardware NUT,BROACHING,STEEL,NO",Penn Engineering,460,,,,Astute Electronics TAX Excess/Consignment,G07D04
KFB3-M3-8ET,"STDF,RND,FLARE MT,M3X0.5 THD,8MM LG,BRS",Penn Engineering,4000,,,USD,Astute Electronics Inc. LAM STL,LAMBLKB.6.1
KFE-143-4ET,"Standoffs & Spacers STANDOFF, BROACHING,",Penn Engineering,200,,,,Astute Electronics TAX Excess/Consignment,G06A03
KFE-440-4ET,"Broaching standoffs, threaded or unthrea",Penn Engineering,400,N/A,,,Astute Electronics GEA Excess/Consignment,G07E02
KFE-M3-12-ET,"STDF,RND,PCB,M3,12MM LONG",Penn Engineering,75,Inconclusive,,USD,Astute Electronics Inc. LAM STL,LAMBLK.1.5
KFS2-440,"Captive KFS2-440 Nut, Broaching, 300 Ser",Captive Fastener Corporation,1000,2317,,USD,Astute Electronics Inc. LAM STL,LAMBLK.1.3
KFS2-440,"Captive KFS2-440 Nut, Broaching, 300 Ser",Captive Fastener Corporation,40,,,,Astute Electronics TAX Excess/Consignment,G06A03
KFSE-440-20,"Standoffs & Spacers STANDOFF, BROACHING,",Pem,50,N/A,,,Astute Electronics GEA Excess/Consignment,G05D02
KFSE-440-20,"Standoffs & Spacers STANDOFF, BROACHING,",Pem,45,,,,Astute Electronics GEA Excess/Consignment,G05D02
KFSE-440-4,Standoff Broaching F/F 4-40-THD Stainles,Penn Engineering,305,1939,,,Astute Electronics GEA Excess/Consignment,G07E02
K-LD2-FLK-00H-01,K-LD2-FLK-00H-01,RF Beam,4500,,14.29,USD,Astute Electronics Inc,HK-PALLET1
K-LD2-FLK-00H-01,K-LD2-FLK-00H-01,RF Beam,1500,25+,14.29,USD,Astute Electronics Inc,HK-PALLET1
K-LD2-FLK-00H-01,K-LD2-FLK-00H-01,RF Beam,7500,2521,14.29,USD,Astute Electronics Inc,HK-PALLET7
K-LD2-FLK-00H-01,K-LD2-FLK-00H-01,RF Beam,7500,"2522, 2525, 2526",14.29,USD,Astute Electronics Inc,HK-PALLET7
KLKR005.T,"FUSE,FAST-ACT,5A,600VAC/300VDC,5AG","Littelfuse, Inc.",100,2124,,USD,Astute Electronics Inc. LAM STL,LAMBLK.6.1
KLKR010.T,"FUSE,FAST-ACT,10A,600VAC/300VDC,5AG","Littelfuse, Inc.",100,2409,,USD,Astute Electronics Inc. LAM STL,LAMBLK.7.11
KLKR015.T,"FUSE,FAST-ACT,15A,600VAC/300VDC,5AG","Littelfuse, Inc.",100,Inconclusive,,USD,Astute Electronics Inc. LAM STL,LAMBLK.7.9
KLM8G1GETF-B041,"FLASH, 8GX8, 64GB X 1, PBGA153",Samsung,1120,2516,3.75,USD,Astute Electronics Inc,HK-D03
KPSE02E12-10S,"Wall mount receptacle, 10 contacts",ITT Cannon,10,,18.42,USD,Astute Electronics Inc.,SLS01
KPSE02E12-10S,"Wall mount receptacle, 10 contacts",ITT Cannon,20,,18.42,USD,Astute Electronics Inc.,SLS01
KPSE02E12-3P,"Circular connectors, KPSE, wall mount",ITT Cannon,20,,23.72,USD,Astute Electronics Inc.,SLS01
KPSE02E12-3P,"Circular connectors, KPSE, wall mount",ITT Cannon,10,,23.72,USD,Astute Electronics Inc.,SLS01
KPSE06E12-10S,"Circular connector, KPSE, Wall mount Rec",ITT Cannon,10,,37.093,USD,Astute Electronics Inc.,SLS01
KPSE06E12-10S,"Circular connector, KPSE, Wall mount Rec",ITT Cannon,20,,35.49,USD,Astute Electronics Inc.,SLS01
KPSE06E12-3S,Mating of KPSE00F12- 3P(Recp),ITT Cannon,20,,30.15,USD,Astute Electronics Inc.,SLS01
KPSE06E12-3S,Mating of KPSE00F12- 3P(Recp),ITT Cannon,10,,30.15,USD,Astute Electronics Inc.,SLS01
KS316-210GG,KS316-210GG,Advanced Interconnection Corporation,1068,,,,Astute Electronics TAX Excess/Consignment,G03C02
KS316-210GG,KS316-210GG,Advanced Interconnection Corporation,60,N/A,,,Astute Electronics TAX Excess/Consignment,G03C02
KS316-210GG,KS316-210GG,Advanced Interconnection Corporation,558,,,,Astute Electronics TAX Excess/Consignment,G03C02
KS316-210GG,KS316-210GG,Advanced Interconnection Corporation,1748,N/A,,,Astute Electronics TAX Excess/Consignment,G03C02
KS316-210GG,KS316-210GG,Advanced Interconnection Corporation,3258,N/A,,,Astute Electronics TAX Excess/Consignment,G03C02
