COV,CO Number,Invoice Date,Invoice Number,MPN,Customer Item,Description,Qty,Actual Unit Cost,Total Line Cost,Unit Sell Price,Line Total,Buyer,Contract Base (Unit),Contract Base (Total),Effective Revenue,Buyer GP,Billing Variance,Type
COV0019122,StaleInvQ32025,45930,IN0000024711,2005280040,667-A56052-001,"CONN,SMD,FFC/FPC,4CKT,1A,125V,BOT,RTANG",100,0.3799,37.99,0,0,Danyel Martinez,0.374268,37.4268,37.4268,-0.5632,-37.4268,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,S1751-46,674-127923-001,"TEST POINT PCB,SURFACE MT BRASS PURE TIN",200,0.1881,37.62,0,0,Danyel Martinez,0.185296,37.0592,37.0592,-0.5608,-37.0592,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,350786-1,668-161363-001,"CONN,PLUG,2POSN,UNIV MATE-LOCK,600V,19A",100,0.375,37.5,0,0,Stephanie Hill,0.458337,45.8337,45.8337,8.3337,-45.8337,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,8321,723-082900-011,"SPCR,NYL,LED,T-1 3/4,BI-LEAD,0.30 IN LG",200,0.1818,36.36,0,0,Danyel Martinez,0.176472,35.2944,35.2944,-1.0656,-35.2944,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,1825910-6,645-182367-006,"SWITCH,PUSH BUT,SPST,50MA,24V,1.40MM HT",750,0.0452,33.9,0,0,Stephanie Hill,0.075981,56.98575,56.98575,23.08575,-56.98575,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CRCW12061M00FKEAC,615-A80550-001,"RES,SMD,1M OHM,1%,100PPM,0.25W,1206",5000,0.00673,33.65,0,0,Stephanie Hill,0.007353,36.765,36.765,3.115,-36.765,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,MMBZ5240BLT1G,609-004010-100,"DIO,SMD,ZENER,225MW,MMBZ,10V,ROHS",3000,0.0111,33.3,0,0,Stephanie Hill,0.019608,58.824,58.824,25.524,-58.824,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,VO618A-4,631-289054-002,"IC,PHOTOCOUPLER,0.01A,DIP-4",200,0.163,32.6,0,0,Jake Harris,0.160173,32.0346,32.0346,-0.5654,-32.0346,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RNCP0805FTD4K99,615-220118-004,"RES,SMD,4.99K OHM,+/-1%,1/4W,HP,0805",5000,0.0064,32,0,0,Jake Harris,0.008579,42.895,42.895,10.895,-42.895,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,350759-4,668-133631-002,"CONN,RCPT,PWR,2CKT,PRE-TIN,INLINE,UL94V2",100,0.3158,31.58,0,0,Edgar Santana,0.545348,54.5348,54.5348,22.9548,-54.5348,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,5-103635-1,668-346844-001,"CONN,HDR,MALE,2POS,3A,RTANG,SLDR,THT",71,0.435,30.885,0,0,Stephanie Hill,0.872348,61.936708,61.936708,31.051708,-61.936708,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,T491A104K050AT,648-098106-104,"CAP,3216,0.1UF,10%,50V,TANT,ROHS",278,0.111,30.858,0,0,Jake Harris,0.161766,44.970948,44.970948,14.112948,-44.970948,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERJ-2RKF33R0X,615-121726-033,"33OHM 1/10W 1% 0402
",10000,0.00308,30.8,0,0,Stephanie Hill,0.003677,36.77,36.77,5.97,-36.77,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERJ-2RKF6042X,615-121726-216,"RES,SMD,60.4K OHM,1/10W,1%,0402",10000,0.00308,30.8,0,0,Stephanie Hill,0.003677,36.77,36.77,5.97,-36.77,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73H1ETTP4323F,615-121726-432,"RES,SMD,432K,1/10W,1%,0402",10000,0.00302,30.2,0,0,Stephanie Hill,0.00473,47.3,47.3,17.1,-47.3,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,5000,671-219755-001,"CONNECTOR, ELEC, PCB TEST POINT - MINIATURE, RED",100,0.3015,30.15,0,0,Jake Harris,0.295346,29.5346,29.5346,-0.6154,-29.5346,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0402FR-071R37L,615-123458-137,"RES,0402,THKF,1/16W,1% 1.37 ROHS",10000,0.003,30,0,0,Jake Harris,0.004902,49.02,49.02,19.02,-49.02,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73H1ETTP4422F,615-121726-121,RES 44.2K OHM 1% 1/10W 0402,10000,0.003,30,0,0,Jake Harris,0.006,60,60,30,-60,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73H1ETTP4873F,615-121726-214,"RES,SMD,487K OHM,1/10W,1%,0402",10000,0.003,30,0,0,Jake Harris,0.00473,47.3,47.3,17.3,-47.3,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73H1ETTP5102F,615-121726-086,"RES,SMD,51K,1/10W,1%,0402",10000,0.003,30,0,0,Jake Harris,0.003677,36.77,36.77,6.77,-36.77,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73H1ETTP1501F,615-121726-050,"Fixed Resistor, Metal Glaze/thick Film, 0.1W, 1500ohm, 50V,",10000,0.00297,29.7,0,0,Stephanie Hill,0.006,60,60,30.3,-60,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73H1ETTP1502F,615-121726-073,"Fixed Resistor, Metal Glaze/thick Film, 0.1W, 15000ohm, 50V",10000,0.00297,29.7,0,0,Stephanie Hill,0.006,60,60,30.3,-60,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73H1ETTP2703F,615-121726-069,"RES,SMD,270K,1/10W,1%,0402",10000,0.00297,29.7,0,0,Stephanie Hill,0.003677,36.77,36.77,7.07,-36.77,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73H1ETTP3241F,615-121726-322,"RES,SMD,3.24K,1/10W,1%,0402",10000,0.00297,29.7,0,0,Stephanie Hill,0.003677,36.77,36.77,7.07,-36.77,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73H1ETTP3901F,615-121726-059,"RES,SMD,3.9K,1/10W,1%,0402",10000,0.00297,29.7,0,0,Stephanie Hill,0.003677,36.77,36.77,7.07,-36.77,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERJ-2RKF1201X,615-121726-042,1.2K OHM 1% 1/10W 0402,10000,0.00293,29.3,0,0,Stephanie Hill,0.003677,36.77,36.77,7.47,-36.77,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CF14JT100K,619-000390-104,"RES 1/4W 5% 100K CF,ROHS",5000,0.0057,28.5,0,0,Stephanie Hill,0.011838,59.19,59.19,30.69,-59.19,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERJ-2RKF5491X,615-121726-207,"RES,SMD,5.49K,1/10W,1%,0402",9999,0.0027,26.9973,0,0,Stephanie Hill,0.006,59.994,59.994,32.9967,-59.994,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73H1ETTP2703F,615-121726-069,"RES,SMD,270K,1/10W,1%,0402",10000,0.0026,26,0,0,Stephanie Hill,0.003677,36.77,36.77,10.77,-36.77,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73H1ETTP4323F,615-121726-432,"RES,SMD,432K,1/10W,1%,0402",10000,0.0026,26,0,0,Stephanie Hill,0.00473,47.3,47.3,21.3,-47.3,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73H1ETTP4873F,615-121726-214,"RES,SMD,487K OHM,1/10W,1%,0402",10000,0.0026,26,0,0,Jake Harris,0.00473,47.3,47.3,21.3,-47.3,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERJ-2RKF20R0X,615-121726-008,"RES,SMD,20 OHM,1/10W,1%,0402",10000,0.00257,25.7,0,0,Stephanie Hill,0.003677,36.77,36.77,11.07,-36.77,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,AC0805FR-0710KL,615-041926-103,"RES,SMD,0805,TF,1%,1/8W,10K,ROHS
",5000,0.005,25,0,0,Jake Harris,0.00984,49.2,49.2,24.2,-49.2,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CRCW0603432KFKEA,615-221230-010,"RES,SMD,432KOHM,TOL 1%,0603, 0.1W",5000,0.005,25,0,0,Jake Harris,0.005956,29.78,29.78,4.78,-29.78,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0805FR-07105RL,615-901300-105,"RES,SMD,0805,105,1%,1/10W,ROHS",5000,0.0049,24.5,0,0,Edgar Santana,0.007353,36.765,36.765,12.265,-36.765,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,53253-0670,668-338209-006,"CONN,HDR,PCB,6POSN,2A,125V,VERT MT,NYL",200,0.12,24,0,0,Jake Harris,0.199757,39.9514,39.9514,15.9514,-39.9514,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,06035C104JAT2A,29-409701-00,"CAP,CERAMIC,100NF,50V,5%,SMT,0603,X7R",4000,0.00577,23.08,0,0,Stephanie Hill,0.026,104,104,80.92,-104,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,3116,34-00131-00,"WASHER,INSUL,FIBRE",1000,0.022,22,0,0,Jake Harris,0.028836,28.836,28.836,6.836,-28.836,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERJ-3EKF4701V,615-255712-047,"RES,SMD,1%TOL,0.1W,±100PPM,4.7KOHM,0603
",5000,0.00424,21.2,0,0,Stephanie Hill,0.004902,24.51,24.51,3.31,-24.51,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,172043-0206,668-334356-002,"CONN,HDR,RTANG,2POSN,30A,600V,W/BD LOCK",14,1.5,21,0,0,Edgar Santana,1.4706,20.5884,20.5884,-0.4116,-20.5884,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CRCW040212K1FKED,615-188549-106,"Fx Res, Metal Glaze/thick Film, 0.063W, 12100ohm, 50V, 1% +/",10000,0.00203,20.3,0,0,Stephanie Hill,0.00337,33.7,33.7,13.4,-33.7,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73H1ETTP1600F,615-121726-161,"RES,SMD,1/10W,1%,0402",10000,0.002,20,0,0,Jake Harris,0.006,60,60,40,-60,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,AC0603FR-0749K9L,615-068560-499,"RES,0603,THKF,1%,1/10W,100PPM,49.9K ROHS",5000,0.004,20,0,0,Jake Harris,0.004902,24.51,24.51,4.51,-24.51,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,C0603C180J5GACTU,648-068442-180,SMT CAP 18PF 0603 NPO 50V,4000,0.005,20,0,0,Edgar Santana,0.006128,24.512,24.512,4.512,-24.512,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,AC0603FR-072KL,615-068559-200,"RES,0603,THKF,1%,1/10W,100PPM,2K ROHS",4850,0.004,19.4,0,0,Jake Harris,0.004902,23.7747,23.7747,4.3747,-23.7747,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,0650R9120-13,670-A07635-022,"FUSE,AXIAL LEAD,12A,250V,5X20,FAST-ACT",61,0.317,19.337,0,0,Jake Harris,0.354687,21.635907,21.635907,2.298907,-21.635907,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CL05B224KO5NNNC,648-A60464-224,"Ceramic Capacitor, Multilayer, Ceramic, 16V, 10% +Tol, 10% -",9999,0.00192,19.19808,0,0,Danyel Martinez,0.004902,49.015098,49.015098,29.817018,-49.015098,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CL21A106KAYNNNE,648-228099-001,"CAP,SMD,10UF,25V,10% TOL,X5R,CER",1999,0.00957,19.13043,0,0,Danyel Martinez,0.034314,68.593686,68.593686,49.463256,-68.593686,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,LTL-4233,32-08483-00,"LED,T-1 3/4,GREEN,LOW CURRENT",500,0.0373,18.65,0,0,Stephanie Hill,0.080883,40.4415,40.4415,21.7915,-40.4415,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,87831-1420,668-122991-001,Conn Shrouded Header (4 Sides) HDR 14 POS 2mm Solder ST Top,32,0.582,18.624,0,0,Jake Harris,2.19813,70.34016,70.34016,51.71616,-70.34016,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RXEF040,670-048042-001,"FUSE,0.4A, RSTBL, 72V",100,0.183,18.3,0,0,Stephanie Hill,0.258581,25.8581,25.8581,7.5581,-25.8581,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206FR-0726K1L,615-116029-261,"RES,SMD,1206,1%,1/4W,26.1K ROHS",5000,0.0036,18,0,0,Edgar Santana,0.007353,36.765,36.765,18.765,-36.765,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,GRM32ER71A476ME15L,648-A72845-001,CAP CER 47UF 10V 20% X7R 1210                               ,970,0.01779,17.2563,0,0,Jake Harris,0.272061,263.89917,263.89917,246.64287,-263.89917,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RMCF1206FT2K20,615-A79047-003,"RES,SMD,THK,2.2K OHM,1%,1/4W,1206",5000,0.00334,16.7,0,0,Stephanie Hill,0.005453,27.265,27.265,10.565,-27.265,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,22-28-4110,668-007385-011,"CONN,HDR,11POSN,1ROW,VERT,2.54MM PITCH",199,0.077,15.323,0,0,Jake Harris,0.9679,192.6121,192.6121,177.2891,-192.6121,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SSW-117-01-G-D,668-900922-034,"CONN,SKT,STR,.1 X .1, 34 PIN",4,3.76,15.04,0,0,Jake Harris,4.77945,19.1178,19.1178,4.0778,-19.1178,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,AC0603FR-0710KL,615-A34866-016,"RES,SMD,10KOHM,±1% TOL,0.1W,0603",5000,0.003,15,0,0,Jake Harris,0.003677,18.385,18.385,3.385,-18.385,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206JR-075R6L,615-032231-569,"RES,SMD,THKF,1206,5%,1/4W,5.6,ROHS",5000,0.00293,14.65,0,0,Danyel Martinez,0.01103,55.15,55.15,40.5,-55.15,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206FR-07100KL,615-179931-004,Res Thick Film 1206 100K Ohm 1% 0.25W(1/4W) ±100ppm/°C Pad S,4600,0.00309,14.214,0,0,Stephanie Hill,0.008579,39.4634,39.4634,25.2494,-39.4634,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206FR-0784K5L,615-116029-845,"RES,SMD,1206,1%,1/4W,84.5K ROHS",5000,0.00282,14.1,0,0,Stephanie Hill,0.008579,42.895,42.895,28.795,-42.895,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206FR-0797K6L,615-116029-976,"RES,SMD,1206,1%,1/4W,97.6K ROHS",5000,0.0028,14,0,0,Edgar Santana,0.008579,42.895,42.895,28.895,-42.895,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SMAJ4740A,609-117182-001,"DIO,SMD,ZENER,1W,10V",664,0.021,13.944,0,0,Jake Harris,0.08491,56.38024,56.38024,42.43624,-56.38024,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206JR-073K3L,615-032231-017,"RES SMD 3K3 OHM 5% 1/4W 1206 
",5000,0.00275,13.75,0,0,Stephanie Hill,0.010392,51.96,51.96,38.21,-51.96,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,5003,671-219755-004,"TP,PCB,MINIATURE LOOP,ORANGE",100,0.136,13.6,0,0,Stephanie Hill,0.2451,24.51,24.51,10.91,-24.51,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CRCW0805180KJNEA,615-901294-184,"RES,SMD,0805,180K,5%,1/10W,ROHS",5000,0.00272,13.6,0,0,Stephanie Hill,0.004902,24.51,24.51,10.91,-24.51,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,5026,669-B08291-001,"CONT,JUMPER,0.200 PITCH",100,0.13327,13.327,0,0,Danyel Martinez,0.203433,20.3433,20.3433,7.0163,-20.3433,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,K86X-BD-44S-BR,668-014495-044,"CONN,RCPT,HIGH DENSITY DSUB,44 ROHS",2,6.61892,13.23784,0,0,Jake Harris,11.35,22.7,22.7,9.46216,-22.7,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,MT112TB-RG-A,32-10023-00,"LED,RED RECTANGULAR,ROHS",199,0.066,13.134,0,0,Jake Harris,0.063726,12.681474,12.681474,-0.452526,-12.681474,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206JR-07910RL,615-032231-012,"RES,SMD,THKF,1206,910 OHM,5%,1/4W,ROHS",5000,0.00262,13.1,0,0,Stephanie Hill,0.007353,36.765,36.765,23.665,-36.765,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,NMC0603NPO101J50TRPF,648-068442-101,"CAP,0603,CER,COG,5%,50V 100PF ROHS",4000,0.00321,12.84,0,0,Stephanie Hill,0.017672,70.688,70.688,57.848,-70.688,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CL10B103KA8NNNC,648-346027-103,"CAP,SMD,CER,0.01UF,±10% TOL,25VDC,0603",4000,0.0031,12.4,0,0,Jake Harris,0.0022,8.8,8.8,-3.6,-8.8,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206JR-078K2L,615-097890-822,"RES,1206 8.2K 5% 1/8W,ROHS",5000,0.00245,12.25,0,0,Stephanie Hill,0.007353,36.765,36.765,24.515,-36.765,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206FR-0719K1L,615-116029-191,"RES,SMD,1206,1%,1/4W,19.1K ROHS",5000,0.00229,11.45,0,0,Danyel Martinez,0.012169,60.845,60.845,49.395,-60.845,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206FR-07200KL,615-116030-200,"RES,SMD,1206,200K,1%,1/4W,ROHS",5000,0.00229,11.45,0,0,Danyel Martinez,0.007353,36.765,36.765,25.315,-36.765,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206FR-072K49L,615-098001-249,"RES,1206,1% 1/4W,2.49K ROHS",5000,0.00229,11.45,0,0,Danyel Martinez,0.007353,36.765,36.765,25.315,-36.765,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206FR-07402RL,615-116027-402,"RES,SMD,1206,402,1% 1/4W,ROHS",5000,0.00229,11.45,0,0,Danyel Martinez,0.007353,36.765,36.765,25.315,-36.765,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206FR-077K87L,615-116028-787,"RES,1206,1% 1/4W,7.87K ROHS",5000,0.00229,11.45,0,0,Danyel Martinez,0.008579,42.895,42.895,31.445,-42.895,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206FR-0739K2L,615-116029-392,"RES,SMD,1206,1%,1/4W,39.2K ROHS",5000,0.00228,11.4,0,0,Danyel Martinez,0.01103,55.15,55.15,43.75,-55.15,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206FR-07215KL,615-116030-215,"RES,1206,1%,1/4W,100PPM,215K,ROHS",5000,0.00227,11.35,0,0,Jake Harris,0.008579,42.895,42.895,31.545,-42.895,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,MMBZ5236BLT1G,609-004010-075,"DIO,SMD,ZENER,225MW,MMBZ,7.5V ROHS",200,0.0567,11.34,0,0,Jake Harris,0.044118,8.8236,8.8236,-2.5164,-8.8236,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206FR-071KL,615-179931-002,"RES,1206,1% 1/4W,1.00K ROHS",4900,0.00229,11.221,0,0,Danyel Martinez,0.008579,42.0371,42.0371,30.8161,-42.0371,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206FR-0720KL,615-116029-200,"RES,SMD,1206,20.0K,1%,1/4W,ROHS",4800,0.00229,10.992,0,0,Danyel Martinez,0.007782,37.3536,37.3536,26.3616,-37.3536,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0402FR-071R21L,615-123458-121,"RES,0402,THKF,1/16W,1% 1.21 ROHS",10000,0.00108,10.8,0,0,Stephanie Hill,0.006128,61.28,61.28,50.48,-61.28,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CRCW0603365RFKEA,615-068558-365,"RES,0603,THKF,1%,1/10W,100PPM,365 ROHS",5000,0.00203,10.15,0,0,Stephanie Hill,0.004902,24.51,24.51,14.36,-24.51,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CRCW0603102KFKEA,615-221230-009,"RES,SMD,102KOHM,TOL 1%,0603, 0.1W",5000,0.00203,10.15,0,0,Stephanie Hill,0.003677,18.385,18.385,8.235,-18.385,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RMCF0603FT127K,615-B07781-001,"RES,SMD,THK FILM,127K OHM,1%,0.1W,0603",5000,0.002,10,0,0,Edgar Santana,0.002451,12.255,12.255,2.255,-12.255,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206JR-07200RL,615-097890-201,"RES,SMD,1206,200,5% 1/8W,ROHS",5000,0.00195,9.75,0,0,Danyel Martinez,0.007353,36.765,36.765,27.015,-36.765,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206JR-0724KL,615-032231-243,"RES,SMD,THKF,1206,24.0K OHM,5%,1/4W,ROHS",5000,0.00195,9.75,0,0,Danyel Martinez,0.007353,36.765,36.765,27.015,-36.765,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC1206JR-0730RL,615-097890-300,"RES,SMD THKF,30 OHM,5%,1206,1/8W,ROHS",5000,0.00195,9.75,0,0,Danyel Martinez,0.008579,42.895,42.895,33.145,-42.895,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0805FR-0730K1L,615-901302-301,"RES,0805,30.1K,1%,1/10W,ROHS",5000,0.00192,9.6,0,0,Jake Harris,0.00948,47.4,47.4,37.8,-47.4,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CC0603JRNPO8BN101,648-347511-101,"CAP,SMD,CER,100PF,±5% TOL,25V,C0G,0603",4000,0.00229,9.16,0,0,Danyel Martinez,0.009804,39.216,39.216,30.056,-39.216,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0805FR-074K87L,615-901301-487,"RES,SMD,0805,4.87K,1%,1/10W,ROHS",5000,0.00179,8.95,0,0,Stephanie Hill,0.007353,36.765,36.765,27.815,-36.765,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0805FR-07887RL,615-901300-887,"RES,SMD,0805,887,1%,1/10W,ROHS",5000,0.00179,8.95,0,0,Stephanie Hill,0.003,15,15,6.05,-15,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0402FR-0711K8L,615-123462-118,"RES,0402,THKF,1/16W,1%,11.8K,ROHS",10000,0.0008,8,0,0,Jake Harris,0.002451,24.51,24.51,16.51,-24.51,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0805FR-074K64L,615-901301-464,"RES,SMD,0805,4.64K,1%,1/10W,ROHS",5000,0.00159,7.95,0,0,Stephanie Hill,0.009338,46.69,46.69,38.74,-46.69,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,AC0805FR-0710KL,615-041926-103,"RES,SMD,0805,TF,1%,1/8W,10K,ROHS
",5000,0.00153,7.65,0,0,Jake Harris,0.00984,49.2,49.2,41.55,-49.2,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,0650R9120-13,670-A07635-022,"FUSE,AXIAL LEAD,12A,250V,5X20,FAST-ACT",23,0.317,7.291,0,0,Jake Harris,0.354687,8.157801,8.157801,0.866801,-8.157801,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CRCW12068K45FKEA,615-116028-845,"RES,SMD,1206,8.45K,1%,1/4W,ROHS",4999,0.0013,6.4987,0,0,Edgar Santana,0.007353,36.757647,36.757647,30.258947,-36.757647,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,AC0402FR-0733RL,615-188548-172,"RES,0402,1% 1/16W,33.0 OHM ROHS",10000,0.00064,6.4,0,0,Danyel Martinez,0.003677,36.77,36.77,30.37,-36.77,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0805FR-072K67L,615-901301-267,"RES,SMD,0805,2.67K,1%,1/10W,ROHS",5000,0.00128,6.4,0,0,Danyel Martinez,0.008,40,40,33.6,-40,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0805FR-079K31L,615-901301-931,"RES,SMD,0805,9.31K,1%,1/10W,ROHS",5000,0.00128,6.4,0,0,Danyel Martinez,0.006128,30.64,30.64,24.24,-30.64,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0805FR-07357KL,615-901303-357,"RES,0805,357K,1%,1/10W,ROHS",5000,0.00126,6.3,0,0,Jake Harris,0.008579,42.895,42.895,36.595,-42.895,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CC0603KRX7R9BB222,648-051878-222,"CAP,SMD,0603,2200PF,50V,10%,X7R,ROHS",4000,0.00153,6.12,0,0,Danyel Martinez,0.033089,132.356,132.356,126.236,-132.356,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CRCW0603100KFKEA,615-221230-008,"STANDARD THICK FILM CHIP RESISTOR
",5000,0.00119,5.95,0,0,Stephanie Hill,0.003677,18.385,18.385,12.435,-18.385,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,AC0402FR-0722K1L,615-188549-130,"RES,0402,1% 1/16W,22.1K ROHS",10000,0.00051,5.1,0,0,Jake Harris,0.00337,33.7,33.7,28.6,-33.7,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,AC0402FR-0749R9L,615-188548-194,"RES,0402,1% 1/16W,49.9 OHM ROHS",10000,0.00051,5.1,0,0,Jake Harris,0.003677,36.77,36.77,31.67,-36.77,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0402FR-071K2L,615-123461-120,RESISTOR-CHIP THICK FILM_1.2KO,10000,0.00051,5.1,0,0,Jake Harris,0.003677,36.77,36.77,31.67,-36.77,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0402FR-07549RL,615-123460-549,"RES,0402,THKF,1/16W,1% 549 ROHS",10000,0.00051,5.1,0,0,Jake Harris,0.00261,26.1,26.1,21,-26.1,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0402FR-0710K2L,615-123462-102,"RES,0402,THKF,1/16W,1% 10.2K ROHS",10000,0.00051,5.1,0,0,Danyel Martinez,0.002451,24.51,24.51,19.41,-24.51,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0402FR-0724K3L,615-123462-243,"RES,0402,THKF,1/16W,1% 24.3K ROHS",10000,0.00051,5.1,0,0,Danyel Martinez,0.002451,24.51,24.51,19.41,-24.51,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0402FR-072K67L,615-123461-267,"RES,0402,THKF,1/16W,1% 2.67K ROHS",10000,0.00051,5.1,0,0,Danyel Martinez,0.002451,24.51,24.51,19.41,-24.51,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CFR-25JB-52-2K7,28-145613-00,"RES,CARBON FILM,2.7K OHM,1/4W,+/-5%,250V",500,0.01,5,0,0,Jake Harris,0.017157,8.5785,8.5785,3.5785,-8.5785,NRE
